feature,importance_mean,importance_std
year,2464.300906949352,142.53297503136338
mileage,1580.351213430366,135.39904952595248
make,360.94704495484865,50.015852240081784
mileage_per_year,348.8625671938974,43.653558963758265
model,293.4470957620116,16.281074941741608
condition,186.27521157944884,47.44079482988901
body_type,108.59863940770629,65.09904694570405
engine_cylinders,92.85614870435784,10.4550671867704
engine_liters,29.970821849234106,6.4771337951437795
fuel,27.857487632508583,2.8570896561614876
state,14.680588339222231,10.91508281657712
days_since_posted,3.9779164563349694,8.054515460373574
engine_cylinders_missing,1.8033454063602221,1.047279500587499
engine_liters_missing,0.7526419316840475,1.0983196004765148
transmission,0.510472614840728,0.5619190004605319
days_since_posted_missing,0.0,0.0
